comment_id,create_time,ip_location,note_id,content,user_id,nickname,xsec_token,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count,at_count
693ba19b000000001702f98e,1765515676000,广东,69394c2d000000001b030589,Ai写ai审，闭环了[doge],58ebbbce6a6a697642309b4d,你看起来很好吃,ABniVMDC8aK2rB9zMYX7436V2rQU_By9hvXa-0Ra8ZV-w=,https://sns-avatar-qc.xhscdn.com/avatar/5bbd3febbda3f60001971ca1.jpg?imageView2/2/w/120/format/jpg,37,,0,1766646133809,3027,0
693b125f000000001602588f,1765479008000,天津,69394c2d000000001b030589,博导懒得看，甩给学生弄，然后跨领域学生看不太懂，然后后面就[失望R][失望R][失望R]....,682432f7000000000e01c83d,Svaboda_Troll,ABF_fOL2MOUCzYwxrIKLvFidypHuJYvk_lk20gRRnJs9s=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qbcdgssnu005q146brjji1te42lkjg?imageView2/2/w/120/format/jpg,7,,0,1766646133813,4333,0
6943686c000000000e035f9b,1766025325000,吉林,69394c2d000000001b030589,国外哪个名校校长 论文造假了着[笑哭R] 这世界就是草台班子 全是谎言在维持着呀 说实话我觉得很多大佬的胆量和撒谎水平 强过他们的专业水平N多倍,54d3f7a0b4c4d61a30079e73,我看看怎么个事儿,ABp-Bf83GU9zw0S5lIdg14yzGw124D9U0fhYXiRpnvhzo=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31op9ekgnku6g40188nrq17jj7lf1veo?imageView2/2/w/120/format/jpg,5,,0,1766646133823,125,0
694109940000000038005773,1765869973000,贵州,69394c2d000000001b030589,权威本来就是塑造的[笑哭R]人们通过对偶像的塑造和崇敬来提升自我的价值和依附 ，借偶像的光辉来塑造高下。,5e9e597e0000000001001902,雾海向云山,ABxe-d7hB-bTHOO0SQwi59DG72bOcK_cr85G5kJnrEX7I=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p0d235r2g605nkub5v08682d6eti9o?imageView2/2/w/120/format/jpg,4,,0,1766646133826,88,0
693b82f400000000140344d1,1765507828000,浙江,69394c2d000000001b030589,关于ai的论文被拿去给ai评[笑哭R],5fcb52d40000000001009c0a,momo,AB9-I1m2vzSq1rHSvYROSMt55D9KLtdsvTKtlvt3yBpCg=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p7oea4cic6g5nubaba0970aeq18pcg?imageView2/2/w/120/format/jpg,4,,0,1766646133828,477,0
693b6c65000000001502dd3d,1765502054000,福建,69394c2d000000001b030589,天呐已经成这样了吗？以后真的还有绝对权威吗,62ffac02000000001200d72b,爱哭的毛毛虫📷,ABuMRaTfiVYF_FsLrL27ynD7XvIBKrwG3oK6XtHgZmcDw=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jofms93jq005onvlg14hlpbg8bceog?imageView2/2/w/120/format/jpg,10,,0,1766646133832,374,0
693ba35800000000140348d0,1765516121000,山东,69394c2d000000001b030589,故意的还是不小心,6800f387000000000a03ec0b,接受所有曲奇,ABsPYyHCM3IT07RJKqDjctDp7e_Pv8zfgyT-wmBdgV0WI=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mrt163i4u005q00ue3inr0bgsk6o9o?imageView2/2/w/120/format/jpg,2,,0,1766646133834,97,0
693bcedf00000000380284fa,1765527264000,河北,69394c2d000000001b030589,那出现这个了，谁还信这个啊[捂脸R],6313f02400000000150143bb,江揽月,ABZY_6eBuvuf42NuUUIfPjdf0gB2kHvYAP5lmiiwH2L-I=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312lemmmr1u5g5ooju0i5agtrr8ssf1g?imageView2/2/w/120/format/jpg,2,,0,1766646133837,34,0
693b9234000000001403e600,1765511732000,江苏,69394c2d000000001b030589,你们累死累活的期刊排名，好多都是外包给啥也不懂的学生做的,68d88fe7000000002202a7e1,王子,AB5NO4Oq76qID5kCo-Rry1U061IZ_9Datdiu0_abnatJQ=,https://sns-avatar-qc.xhscdn.com/avatar/645b7f257b3e7e60e53504de.jpg?imageView2/2/w/120/format/jpg,0,,0,1766646133840,41,0
693b280d0000000016021b6a,1765484557000,北京,69394c2d000000001b030589,投了一篇文章，提的几个问题里面有四五个，都是一看就是没看文章就开始提问。。。真的就无语死了,62fa764e000000001200373f,fa,ABCWJUGENFI_Apj5eHTB_HkTCQ2k4dQ7hKOrUlPU3oBGA=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314buet7t68505onqep74gdpv1hes5e0?imageView2/2/w/120/format/jpg,3,,0,1766646133842,106,0
693bda30000000000601b6f7,1765530161000,北京,69394c2d000000001b030589,human NOT in the loop[doge],5e2eec1900000000010064f8,每次都想装作很倔强,ABPxi7HPrxeYLE1gUjQrKfdGRfVWGLQpku1L02pLRPeBg=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p0cmaqn26005nhetgcg8p7oh29l2to?imageView2/2/w/120/format/jpg,0,,693ba19b000000001702f98e,1766646139859,247,0
693bc8fc000000001600c7b9,1765525756000,北京,69394c2d000000001b030589,@钱给我花 [捂脸R],6670011c00000000030311ed,Iris,ABHuDEoQwbmrA4njoSf3QdXq2aPNIBlt-6nvE4H4Mzu7M=,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ivr29521g005pjg04e0u4fdhndk5co?imageView2/2/w/120/format/jpg,0,,693ba19b000000001702f98e,1766646140587,1,1
