note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
6928ff5f000000001e03721b,normal,学术圈的瓜还是这么朴实无华,"凌晨全都是开盒的瓜，ICLR 2026 的 双盲评审网站 OpenReview，出大BUG了
	
不知哪个外包来了个vibe coding，直接允许用户从前端抓取数据库的原始信息，审稿人信息完全裸奔
	
一查，给打低分的就是好友！！！平常跟我这乐乐呵呵呢。
	
学术圈就那么大，哪个组大概在做什么心里大概有数。
	
此外，AI学术圈嘛，现在一般都AI帮着写，AI帮着审，AI帮着回复审稿意见，完美闭环...  现在投稿量实在太大了...  需要通过一定手段整治下风气
	
明审也不好，人情世故那一套绕不开；盲审也不好，躲在马甲后面可以毫无压力乱审...
	
不管怎样，学术界又多了个知名数据集：ICLR26 10000数据集
	
#大模型[话题]# #科技[话题]# #AI[话题]# #iclr[话题]# #ai[话题]# #人工智能[话题]# #vibecoding[话题]# #人工智障[话题]# #互联网大厂[话题]#",,1764294495000,1764294827000,597818875e87e73490fd8b3b,一只小茄墩,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fnf32v4ge0049mqjkc8f2pr0sqoqig,3188,490,159,1860,北京,http://sns-webpic-qc.xhscdn.com/202512251502/6446764e3cab430ff4ca45e7646bf423/spectrum/1040g34o31pdn4es0260g49mqjkc8f2pr1rkf520!nd_dft_wlteh_jpg_3,"大模型,科技,AI,iclr,ai,人工智能,vibecoding,人工智障,互联网大厂",1766646131785,https://www.xiaohongshu.com/explore/6928ff5f000000001e03721b?xsec_token=AB_Cwbq92rtJFLNgod9xVJQS2ZTRk5VYXAlEZLIaxlM68=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQS2ZTRk5VYXAlEZLIaxlM68=
69290e59000000001e034ab4,normal,我去，学术圈发生史诗级翻车事故！OpenReview,"这绝对是学术圈今年最炸裂的瓜，OpenReview 昨晚直接上演了一场史诗级裸奔。
原本是盲审，结果因为一个后台权限漏洞，整个系统变成了实名影评。只要调个简单的 API 接口，匿名审稿人的身份就全露馅了：真名、邮箱、单位、履历，全都一清二楚。
不光是正在审的 ICLR 2026，连之前的 NeurIPS、ICML、ACL 的记录也能查。消息一出，学术圈立马炸锅，各种陈年旧账瞬间翻出来
有人被实锤恶意打低分，斯坦福一位 PhD 被抓到给同行打 1 分（Strong Reject），就为了压住对方比自己早几个月发的类似工作。
那个传说中复制粘贴审稿人也现形了，三篇不同论文，意见一字不差，结果是国内某高校的副教授 Wenbo_Zheng2。
更狗血的是，还有师兄弟互相打低分的内斗戏码。
当然也有高光时刻，之前那位给垃圾论文反手打 0 分的“人间清醒”，也被扒出来了，是德国的一位博后，这波真得respect。
虽然 OpenReview 现在火速修复漏洞，还发了严惩声明，但据说完整的审稿人名单早就被人爬走了。
说到底，这两年 AI 论文卷得离谱，审稿质量越来越水，AI 代审、恶意打压的事屡见不鲜。这次漏洞虽是个事故，却把这套畸形评审机制的遮羞布彻底扯了下来。
各位审稿人，最近出门注意安全......🌚#AI[话题]# #大模型[话题]# #学术[话题]# #很担心论文人的精神状态[话题]# #人工智能[话题]# #很担心论文人的精神状态[话题]# #科研学习[话题]# #学术会议[话题]# #科技[话题]#",,1764298329000,1764298330000,5e2a573f0000000001002ddf,阿卷,https://sns-avatar-qc.xhscdn.com/avatar/634a7d8d49edab6343b6f292.jpg,1915,637,163,3297,广东,"http://sns-webpic-qc.xhscdn.com/202512251502/33ee0468bd3b2693286f95728f5906dd/notes_pre_post/1040g3k031pdp7l8tig105nhaasvg8bevn20g9og!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202512251502/a9f4dff195f0fa12d0f9a2823329d3a4/notes_pre_post/1040g3k031pdp7l8tig005nhaasvg8bevarfaiqo!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202512251502/d940ca69681b35994e2853898b43e244/notes_pre_post/1040g3k031pdp7l8tig0g5nhaasvg8bevg3rvt0o!nd_dft_wgth_jpg_3","AI,大模型,学术,很担心论文人的精神状态,人工智能,科研学习,学术会议,科技",1766646131789,https://www.xiaohongshu.com/explore/69290e59000000001e034ab4?xsec_token=AB6z7xpUEymBgHOpFYziNMLXeyAWY__RCXsn6hUC0wIWs=&xsec_source=pc_search,,AB6z7xpUEymBgHOpFYziNMLXeyAWY__RCXsn6hUC0wIWs=
6928fc58000000001e02e6e2,normal,ICLR漏洞是意外？还是掀桌子整治审稿人😏,"最近圈里都在说 ICLR 的“漏洞”是意外😮 但我越想越不对劲……
	
CVPR：举报不负责审稿人？桌据一下🪑
	
AAAI：AI 审稿人？找相关都不会🤖
	
ICLR：行，既然你们都搞不定—— 那我就直接把审稿人名字全打开😏🔓
	
然后： 乱写 40 条评论的审稿人瞬间社死💀
作者开始复仇模式📝⚔️
OpenReview 装无辜：我…我只是个 bug 啦？😳
	
但你细想👇 接口“刚好”开错 信息“刚好”外泄 时机“刚好”在审稿高峰
	
这不叫 bug。 这叫—— 大会议一次性清洗不负责任审稿人的“系统更新”⚡😈
	
你信意外？ 我只信阴谋论😌✨
@Thien-Minh Nguyen 天明 阮  是这篇梗的共同作者
#iclr[话题]#  #openreview[话题]# #bug[话题]# #阴谋[话题]#",,1764293720000,1764294377000,639373b700000000260065ab,徒手拆高达,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jo6aaih3q605osjeerpgpdb2q4oup0,704,150,60,712,新加坡,"http://sns-webpic-qc.xhscdn.com/202512251502/e252c1a9db1bbd910ea16cb7f3b33de7/spectrum/1040g0k031pdmkprf2a205osjeerpgpdbgecvjg0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/60e26e9c20545e3b1302deffcaa8fae6/spectrum/1040g0k031pdmkprf2a005osjeerpgpdb4pj3qq8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/fab2a87e1684f683660238e039df6c62/spectrum/1040g0k031pdmkprf2a1g5osjeerpgpdba2pi3r8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/a1479803fea428ae58a10f03cba9e167/spectrum/1040g0k031pdmkprf2a105osjeerpgpdb82c8tao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/f10b92bea9f8bf59ecf00322ba45d81b/spectrum/1040g0k031pdmkprf2a0g5osjeerpgpdbmeknsn0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/23e77aaacc24c8356e22701b111ca8fc/spectrum/1040g34o31pdmsj6528105osjeerpgpdbuuejnt0!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251502/6506871e0a9acd356e8ed12cad995b0c/spectrum/1040g34o31pdmsj65281g5osjeerpgpdbtkc02s0!nd_dft_wgth_webp_3","iclr,openreview,bug,阴谋",1766646131793,https://www.xiaohongshu.com/explore/6928fc58000000001e02e6e2?xsec_token=AB_Cwbq92rtJFLNgod9xVJQQzPAqRW9Y_IAHVg-pWH0tI=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQQzPAqRW9Y_IAHVg-pWH0tI=
69289206000000001f006644,normal,DB人淡定吃瓜ICLR,"ICLR不愧是学术界春晚，这次reviewer身份泄露，直接节目效果拉满。发现的瓜包括但不限于:
1. 80条评审意见还嘴硬不是AI。开盒后又乖乖给了10分
2.私发邮件，要转5w涨分的
3.组里师兄弟互打低分(这个不开盒是真猜不到，只能说对自己人太狠了，不愧是一个师父教的)
4.四个reviewer三个来自同一个组
	
持续追更，以及，期待下周nips真人cs#春晚[话题]# #ICLR[话题]##openreview[话题]# [doge]",,1764266502000,1764266502000,5e2c6c3000000000010043fa,港科巴菲特,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31h4r0u9aji005nhcdgo08gvq3b8dpko,525,148,105,1058,广东,http://sns-webpic-qc.xhscdn.com/202512251531/38456235377948ac31984ef7c176458e/1040g2sg31pd9mg7q2ue05nhcdgo08gvq00slsm8!nd_dft_wlteh_webp_3,"春晚,ICLR,openreview",1766647885285,https://www.xiaohongshu.com/explore/69289206000000001f006644?xsec_token=AB_Cwbq92rtJFLNgod9xVJQfTfBLYEQSMnNPU8Iv0mirw=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQfTfBLYEQSMnNPU8Iv0mirw=
69286e16000000001e004019,normal,出大事了，openreview所有审稿信息都是公开,"本来以为是iclr26的问题，试了一下，之前的年份，几乎所有的会议，都是可以无鉴权访问。
本来以为是最近的程序员vibe coding的结果，朋友说之前就能看到iros的其他审稿人信息，没太在意。
在openreview官方没有修复之前，各位审稿人注意保护好自己……
#openreview[话题]# #审稿[话题]# #审稿人[话题]# #iclr26[话题]# #nips25[话题]#",,1764257302000,1764257302000,6164486e0000000002020096,和AI一起进化,https://sns-avatar-qc.xhscdn.com/avatar/642664709e2ef0a4db22f8af.jpg,412,165,60,1067,广东,http://sns-webpic-qc.xhscdn.com/202512251531/6e08d15c526cc83afecb36b487e2ce8e/1040g00831pd5lrdli44g5ob491n0k04m21nsu7o!nd_dft_wlteh_webp_3,"openreview,审稿,审稿人,iclr26,nips25",1766647885288,https://www.xiaohongshu.com/explore/69286e16000000001e004019?xsec_token=AB_Cwbq92rtJFLNgod9xVJQdjpFP663cIXWJVLNXjFbjE=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQdjpFP663cIXWJVLNXjFbjE=
69302102000000001e02510a,normal,学术界最暴力的一招：0 分 +5置信阴间审稿,"最近 ICLR 审稿泄露，让很多人第一次直观看到： 0 分 + 置信度 5 + 十几字评语，是怎样在系统里横行的。
很多人今天在做的，其实已经不叫「评审」了， 而是把评审当成一种暴力工具：
用极端低分刷存在感，证明自己“很严”；
用几句话就挡掉别人几个月、甚至几年的工作；
明明说不出理由，却享受那种「我一句话就能让你没了」的快感。💣
	
但这里的“暴力”不是血肉横飞， 而是非对称权力： 你有权利挡住发表，却不给出真正的论证， 在没有对话空间的情况下，最大化对别人的心理伤害和恐吓。🧠
在很多高压、强中心化的东亚文化里， 大家从小被训练成：政权/话语权是靠物理斗争建立， “权威 = 惩罚”，而不是 “权威 = 解释和教学”。 这种逻辑从课堂、实验室，一路渗透到审稿： 打最低分，成了最省力的“严肃表演方式”， 哪怕理由薄得像一张纸。
不同的研究文化，对这种权力用法也很不一样： 有的文化习惯待在中间区间，认真写清楚自己的判断； 有的区域文化则非常爱用最低分来“秀强硬”。 问题不是意见不同，而是： 在缺乏问责的情况下滥用暴力打分。🔍
	
如果我们真想要“严格但不暴力”的评审， 至少需要三件事：
- 把每一个分数的含义讲清楚，不能想怎么打就怎么打；
- 对所有极端分数（特别是 0 分）要求更强的解释和额外审查；
- 长期跟踪那些经常给 0 分、却几乎不给理由的审稿人（OpenReview 其实能做）。
	
严格是好事。 但**瞎喷打出来的 0 分，不叫严格，只叫暴力。**🚫
这次 OpenReview 泄露，某种意义上是一次残酷的“反噬”—— 让大家第一次看到暴力审稿是怎么运作的， 也让“暴力”短暂地反过来打在施暴者身上。 与其一窝蜂去人肉、报复个体， 不如把证据保存下来， 逼迫会议和社区去写规则、立制度、建问责。📢
	
前阵子也真的是气得发抖，嘴上说过一堆“见到就拒稿”之类的气话。冷静下来想想，真正有用的报复，不是去拒稿整个学校或者区域，而是：你们懂应该怎么做。
	
Fiat justitia, ruat caelum. ⚖️
我只管讲公道，不陪他们演戏。#很担心论文人的精神状态[话题]# #写论文的精神状态[话题]# #科研人的精神状态[话题]# #研究生论文[话题]# #学术[话题]# #科研[话题]# #博士论文[话题]#",,1764761858000,1765300892000,639373b700000000260065ab,徒手拆高达,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jo6aaih3q605osjeerpgpdb2q4oup0,166,14,13,15,新加坡,"http://sns-webpic-qc.xhscdn.com/202512251531/a4142cc7b9939eebb0ec99dab410ed5d/spectrum/1040g0k031pkm6v0kk0005osjeerpgpdbemn9pug!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251531/b5a26910e73c16126b4b1d8a7c4a92f0/spectrum/1040g34o31pklnm81jq0g5osjeerpgpdbto8s4k8!nd_dft_wgth_webp_3","很担心论文人的精神状态,写论文的精神状态,科研人的精神状态,研究生论文,学术,科研,博士论文",1766647885290,https://www.xiaohongshu.com/explore/69302102000000001e02510a?xsec_token=ABz_cX3lW8LOuCbFSZ0bAMkLTUKiszXAx9r4ZVM4dU-wY=&xsec_source=pc_search,,ABz_cX3lW8LOuCbFSZ0bAMkLTUKiszXAx9r4ZVM4dU-wY=
6928896a000000001d03910c,normal,openreview泄露发现被人追杀,开盒了两轮ACL ARR的审稿人 一共六个人 三个2开头分数的全是老钟，三个4分全是老外，AC是一个老钟小同行 连着打了两次低于oa的meta分[萌萌哒R]#iclr26[话题]# #openreview[话题]#,,1764264298000,1764264299000,64abb970000000001c02908a,添加一个名字,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31619ea6ngm2g5p5bn5o7544af9utiio,102,15,33,34,广东,http://sns-webpic-qc.xhscdn.com/202512251531/d71b4796acd1492c00c9a6589327c403/1040g00831pd8vlpt2c6g5p5bn5o7544ark6mrg8!nd_dft_wlteh_webp_3,"iclr26,openreview",1766647885305,https://www.xiaohongshu.com/explore/6928896a000000001d03910c?xsec_token=AB_Cwbq92rtJFLNgod9xVJQctN96YBYIVgRaPuxjqtAOU=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQctN96YBYIVgRaPuxjqtAOU=
69289704000000001e00e83d,normal,OpenReview审稿人泄露影响预测,"吃了一上午的瓜，刚刚发现查询的API被封了；感觉这次审稿人信息泄露的规模感觉前所未有，能查到几乎所有会议前好几年的审稿人信息，来推测一下这个时间造成的影响：
	
短期影响：
	
1. 最近出分的会议，像ICLR，ARR，回复率和涨分率应该会涨很多，毕竟现在明牌了，大多数人都不想多一些学术上的enemy。所以如果你的审稿人还没有回复，赶紧再去催催他没准有惊喜[doge]
	
2. 历届会议的经典逆天审稿人，比如40 weaknesses和who is adam，会被爆出来，接受一轮大家的怒火和清算；下周的Neurips也可能会有精彩的线下对线环节，敬请期待
	
长期影响：
	
1. 由于近几年全部会议基本都可以查询，一些历史被拒稿/恶意打低分的情况会催生出researcher之间更多相互对立和仇视，在未来的会议上继续厮杀
	
2. 很多人已经把数据爬取下来，在未来一段时间应该会有针对AI会议同行评审的论文放出来，研究例如AI会议的bid情况，什么背景的审稿人爱给什么样的review等等，这些研究可能会作为推动AI审稿系统改进的契机
	
#openreview[话题]# #吃瓜[话题]# #科研日常[话题]# #学术吃瓜[话题]# #ICLR[话题]#",,1764267780000,1764267780000,639a3d10000000002702a3ee,Dawei Li,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318vfal7i44005osq7k89t8vesuo7lk8,95,31,13,43,美国,http://sns-webpic-qc.xhscdn.com/202512251531/a402abff210c35d962e4dd8e8095b173/spectrum/1040g34o31pda0erki60g5osq7k89t8ve1pbk8m0!nd_dft_wgth_webp_3,"openreview,吃瓜,科研日常,学术吃瓜,ICLR",1766647885308,https://www.xiaohongshu.com/explore/69289704000000001e00e83d?xsec_token=AB_Cwbq92rtJFLNgod9xVJQa-U3uVZcdxiPJ38yxfPMAo=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQa-U3uVZcdxiPJ38yxfPMAo=
6928fc6b000000000d00c5e0,normal,OpenReview史诗级翻车，ICLR秒变开盒现场,"昨晚，学术圈彻底沸腾！
	
OpenReview疑似权限配置出错，直接翻了个大车[大笑R]
	
所有年份、所有会议的作者、审稿人、AC 信息，都能被轻松查出来😅
	
而且查法还贼简单，只要替换下面接口里的相应信息：
https://api2.openreview.net/profiles/search?group=ICLR.cc/2025/Conference/Submission{}/Reviewer_{}
当然这个bug已经被修复，目前是没有办法查到任何内容的。
	
不过接着昨晚有限的时间窗口，大家也是“冤有头债有主”的开始找人[失望R]
	
有人查到了给打2分的同行，有人发现给自己的打低分的居然就在微信列表里？？？
有人甚至都已经做了个带姓名的审稿红黑榜出来……（图2️⃣，源自小红书博主@大模法师 ）
流传江湖的40 weakness，40 questions也水落石出[黄金薯R]
	
对于这种程度的泄漏，ICLR的官方声明（图3️⃣）用词非常严肃：
	
「任何对泄露信息的使用、利用或传播（无论是在本通知之前还是之后）都违反了 ICLR 的行为准则，并将导致所有投稿被直接拒稿以及被ICLR会议禁赛数年。」
	
不过，也有人认为真正的问题并不在这里——
想要真正挽救同行评审流程，真正的解决方案应该是取消不负责任审稿人的匿名权。
既然被拒稿件要公开，为何不能以同样的标准要求审稿人？
	
毕竟，盲审的初衷是保护公正性，而不是纵容不负责任的审稿。
	
#大模型[话题]#  #ai[话题]#  #人工智能[话题]#  #学术[话题]#  #ICLR[话题]#  #科研[话题]# #论文[话题]#",,1764293739000,1764293739000,6228870a0000000010008e88,量子位,https://sns-avatar-qc.xhscdn.com/avatar/622887c64f1c23567e524733.jpg,91,21,11,123,北京,"http://sns-webpic-qc.xhscdn.com/202512251531/9dd8b020f0230d8468ccfa2e35269f7e/spectrum/1040g0k031pdmsp3p2a005oh8gs5413k8631gug0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251531/0bc4a034cf6f5214ff93b6afcfdaea9f/spectrum/1040g0k031pdmvvba24005oh8gs5413k8ofct89o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202512251531/0f78ad739a3f560015289607e5a755f8/spectrum/1040g0k031pdmvs6ti6005oh8gs5413k8eho75to!nd_dft_wgth_webp_3","大模型,ai,人工智能,学术,ICLR,科研,论文",1766647885313,https://www.xiaohongshu.com/explore/6928fc6b000000000d00c5e0?xsec_token=AB_Cwbq92rtJFLNgod9xVJQWVP7-YXH5-T_ZwwFBy55XA=&xsec_source=pc_search,,AB_Cwbq92rtJFLNgod9xVJQWVP7-YXH5-T_ZwwFBy55XA=
692a0e79000000001e007b68,normal,ICLR2026泄露数据分析,"昨天拿到泄露出来的ICLR Openreview数据，简单做了个数据分析，看看有没有什么好玩的。由于常规情况下ICLR也会公开审稿数据，但不公开审稿人demographics；因此这个分析主要是基于数据的特殊性，从审稿人的性别、国家、机构、职位这样几个维度来分析的。所有信息来源于openreview api。文章作者的信息，我只用了第一作者，用来代表这篇文章主要贡献的来源。机构、国家、职位的话，我只画了前15个最大的（审稿人数量最多的）。结果图个乐，不是严格的统计分析，不能导出什么有意义的结论。
P1：【审稿人demographics】审稿人男性占比很大，国内顶校人多并扎堆，中美占据审稿人主要比例，PhD学生是主力军
P2、P3：【审稿人rating和confidence by demographics】中国审稿人总体来说还是比较友善，教授更严格些且confidence高，junior reviewer比较心软
P4：【总体rating和confidence分布】总体rating集中在4和6，confidence集中在3和4
P5：【heatmap显示reviewer->first author的pairwise count信息】相同国家的研究者互相审稿比例很高，且存在本科生审教授文章的现象
P6、P7：【heatmap显示reviewer->first author的pairwise data的rating和confidence信息】具体感觉不太好解释，大家可以自己看看。过滤掉了<10数据点的pair，防止偏差太大
	
Disclaimer：用户demographics信息是从openreview平台用api获取。代码用的cursor+少量人工review，不过应该问题不大。仅population level分析，无个人信息泄露。仅兴趣导向的分析，观点只是自己观点，可能有误。因为是xhs帖子所以不是很严肃，没调色卡和字号，凑活看看哈哈
#iclr26审稿泄露事件[话题]# #数据分析[话题]# #ICLR[话题]# #AI[话题]# #计算机科学[话题]#",,1764363897000,1764434930000,5b6bf1275d3f3f0001f8c73a,Henry,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31chfuvlogk004abgkeoifhpqia2ql6o,58,17,10,21,美国,"http://sns-webpic-qc.xhscdn.com/202512251554/36a4a2489fc151e8f7251d73d17add29/spectrum/1040g34o31peo031ti4504abgkeoifhpq09mg1t8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/8266bdde4c7368932400b317da512497/spectrum/1040g34o31peo031ti44g4abgkeoifhpqksekobo!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/d265e6985b8ce3f7d4f6a53703969d6b/spectrum/1040g34o31peo031ti43g4abgkeoifhpqfmfs3c8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/b931f84136e68eac205669cc832452e9/spectrum/1040g34o31peo031ti4404abgkeoifhpqnb4q7ao!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/75e55df7516dc8339897a3d986bd81a6/spectrum/1040g34o31peo031ti46g4abgkeoifhpqj163fag!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/c4d07a8d3bc8a26ab2122f27c81d2884/spectrum/1040g34o31peo031ti4604abgkeoifhpqld9i670!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202512251554/7c66de3fc5456f86a7d682b89ed166c6/spectrum/1040g34o31peo031ti45g4abgkeoifhpqlarh408!nd_dft_wgth_webp_3","iclr26审稿泄露事件,数据分析,ICLR,AI,计算机科学",1766649271470,https://www.xiaohongshu.com/explore/692a0e79000000001e007b68?xsec_token=ABAUWIWHMgtxfcf11MhNzQX199ixZkyUbpFWuhggvZeno=&xsec_source=pc_search,,ABAUWIWHMgtxfcf11MhNzQX199ixZkyUbpFWuhggvZeno=
